Footfall,ID
919.945922852,3762312
973.009460449,3762412
998.847045898,3762512
923.235900879,3762612
887.407470703,3762712
876.683044434,3762812
916.264099121,3762912
852.471435547,3763012
855.367553711,3763112
843.377380371,3763212
747.64453125,3763312
740.705322266,3763412
803.815185547,3763512
716.827758789,3763612
718.635925293,3763712
728.40637207,3763812
772.621826172,3763912
801.576965332,3764012
851.620910645,3764112
794.389099121,3764212
770.643859863,3764312
784.931396484,3764412
747.904602051,3764512
860.111877441,3764612
942.756958008,3764712
1007.31072998,3764812
1017.94055176,3764912
1066.20935059,3765012
1025.37585449,3765112
1047.55627441,3765212
954.437866211,3765312
894.925537109,3765412
963.685058594,3765512
980.907592773,3765612
951.387695312,3765712
861.62512207,3765812
932.000976562,3765912
804.817138672,3766012
899.318847656,3766112
898.501525879,3766212
866.634643555,3766312
823.239379883,3766412
905.104736328,3766512
931.931091309,3766612
960.110717773,3766712
886.221313477,3766812
841.441040039,3766912
850.031860352,3767012
861.441711426,3767112
833.094726562,3767212
831.390197754,3767312
864.06262207,3767412
861.707885742,3767512
936.765197754,3767612
941.512207031,3767712
960.518371582,3767812
917.480163574,3767912
918.109802246,3768012
908.512207031,3768112
946.598205566,3768212
930.314819336,3768312
941.056091309,3768412
983.007324219,3768512
862.494445801,3768612
914.161987305,3768712
981.583129883,3768812
1012.77148438,3768912
1053.37731934,3769012
1006.53869629,3769112
953.615112305,3769212
927.446411133,3769312
918.846313477,3769412
1098.23693848,3769512
1126.44030762,3769612
1060.70471191,3769712
1043.42553711,3769812
975.079101562,3769912
907.224121094,3770012
954.041748047,3770112
1012.03564453,3770212
1088.01965332,3770312
1097.39831543,3770412
1050.67199707,3770512
1014.23516846,3770612
1009.8605957,3770712
1030.91442871,3770812
1013.59667969,3770912
1013.7512207,3771012
998.121887207,3771112
1134.85803223,3771212
1103.82312012,3771312
1043.1986084,3771412
1045.26818848,3771512
1090.80932617,3771612
1143.35290527,3771712
1135.2722168,3771812
1148.5291748,3771912
1187.29614258,3772012
1165.34606934,3772112
1181.03942871,3772212
1209.59155273,3772312
1189.84448242,3772412
1245.27807617,3772512
1214.08996582,3772612
1228.21032715,3772712
1234.56604004,3772812
1206.5411377,3772912
1148.92504883,3773012
1187.85449219,3773112
1155.35766602,3773212
1235.0045166,3773312
1213.2076416,3773412
1244.48840332,3773512
1285.8548584,3773612
1176.85302734,3773712
1240.04272461,3773812
1233.9029541,3773912
1224.86560059,3774012
1282.7364502,3774112
1194.76794434,3774212
1198.53881836,3774312
1245.3458252,3774412
1271.63586426,3774512
1288.12243652,3774612
1258.10925293,3774712
1241.41271973,3774812
1300.19580078,3774912
1284.95678711,3775012
1286.62463379,3775112
1304.74279785,3775212
1283.4744873,3775312
1301.26794434,3775412
1271.08898926,3775512
1278.62634277,3775612
1286.66540527,3775712
1203.41320801,3775812
1272.40942383,3775912
1254.37854004,3776012
1257.36767578,3776112
1237.87268066,3776212
1207.34350586,3776312
1240.76159668,3776412
1385.51391602,3776512
1247.42163086,3776612
1251.42041016,3776712
1322.92077637,3776812
1395.4161377,3776912
1360.0826416,3777012
1408.31481934,3777112
1289.47998047,3777212
1315.95593262,3777312
1280.20910645,3777412
1310.90368652,3777512
1355.21630859,3777612
1381.59069824,3777712
1353.54138184,3777812
1322.22875977,3777912
1324.41040039,3778012
1332.48535156,3778112
1282.88952637,3778212
1430.7298584,3778312
1423.85388184,3778412
1444.91955566,3778512
1365.63000488,3778612
1391.55505371,3778712
1408.46142578,3778812
1394.76403809,3778912
1383.77185059,3779012
1330.69592285,3779112
1367.69689941,3779212
1456.57946777,3779312
1453.86914062,3779412
1454.36999512,3779512
1424.01647949,3779612
1365.39074707,3779712
1412.26489258,3779812
1413.54284668,3779912
1446.77709961,3780012
1410.01293945,3780112
1483.24450684,3780212
1456.96643066,3780312
1486.2689209,3780412
1481.93688965,3780512
1486.0045166,3780612
1457.85217285,3780712
1456.53430176,3780812
1469.96069336,3780912
1471.66711426,3781012
1491.6138916,3781112
1472.13574219,3781212
1452.10253906,3781312
1443.57702637,3781412
1452.3638916,3781512
1491.86804199,3781612
1470.49462891,3781712
1473.43273926,3781812
1506.87915039,3781912
1522.04211426,3782012
1512.48449707,3782112
1511.42431641,3782212
1529.9786377,3782312
1526.21838379,3782412
1546.23840332,3782512
1535.52355957,3782612
1547.84289551,3782712
1552.50915527,3782812
1515.61413574,3782912
1551.34204102,3783012
1570.62268066,3783112
1525.5411377,3783212
1512.12194824,3783312
1585.03210449,3783412
1579.33911133,3783512
1566.49304199,3783612
1541.05090332,3783712
1583.16369629,3783812
1498.00183105,3783912
1472.20239258,3784012
1479.18591309,3784112
1547.20422363,3784212
1490.9329834,3784312
1528.42712402,3784412
1479.59118652,3784512
1453.61755371,3784612
1520.21179199,3784712
1574.21508789,3784812
1544.03137207,3784912
1523.49279785,3785012
1521.5916748,3785112
1430.13867188,3785212
1488.10827637,3785312
1455.77954102,3785412
1431.86242676,3785512
1441.02233887,3785612
1490.00280762,3785712
1445.08166504,3785812
1442.20812988,3785912
1431.79077148,3786012
1436.8848877,3786112
1424.72473145,3786212
1495.39135742,3786312
1466.71691895,3786412
1483.6854248,3786512
1453.4954834,3786612
1369.5098877,3786712
1408.23840332,3786812
1526.81066895,3786912
1402.53845215,3787012
1396.4552002,3787112
1408.42590332,3787212
1363.23376465,3787312
1346.62280273,3787412
1303.66149902,3787512
1325.16662598,3787612
1414.91467285,3787712
1299.08532715,3787812
1403.86877441,3787912
1397.46911621,3788012
1400.70153809,3788112
1346.39807129,3788212
1396.50170898,3788312
1352.53991699,3788412
1414.05151367,3788512
1371.52160645,3788612
1352.69177246,3788712
1299.70690918,3788812
1308.18225098,3788912
1316.38049316,3789012
1352.52062988,3789112
1341.60656738,3789212
1362.01489258,3789312
1358.17443848,3789412
1339.00390625,3789512
1318.62561035,3789612
1337.93115234,3789712
1377.72875977,3789812
1261.06420898,3789912
1300.24145508,3790012
1319.0604248,3790112
1333.38952637,3790212
1297.51721191,3790312
1241.28381348,3790412
1226.73535156,3790512
1220.27526855,3790612
1285.89880371,3790712
1277.41552734,3790812
1256.09301758,3790912
1285.24157715,3791012
1255.47106934,3791112
1231.1763916,3791212
1346.04089355,3791312
1315.38098145,3791412
1301.19494629,3791512
1289.67687988,3791612
1244.86633301,3791712
1257.98156738,3791812
1294.84692383,3791912
1294.5291748,3792012
1283.79455566,3792112
1283.96691895,3792212
1233.28649902,3792312
1286.99279785,3792412
1296.23144531,3792512
1261.27380371,3792612
1128.26379395,3792712
1282.92712402,3792812
1111.20507812,3792912
1178.92687988,3793012
1147.8848877,3793112
1136.84765625,3793212
1135.1192627,3793312
1121.83825684,3793412
1078.24865723,3793512
1082.18005371,3793612
1123.36486816,3793712
1109.2677002,3793812
1129.78601074,3793912
997.825805664,3794012
1117.21862793,3794112
969.643859863,3794212
1009.87890625,3794312
1007.30541992,3794412
1078.68579102,3794512
920.488952637,3794612
906.661376953,3794712
929.754150391,3794812
934.44543457,3794912
1005.87207031,3795012
996.61730957,3795112
1059.83557129,3795212
989.796142578,3795312
1090.45593262,3795412
1003.82019043,3795512
1072.55090332,3795612
891.49987793,3795712
999.556335449,3795812
1140.23864746,3795912
1099.22485352,3796012
1058.08972168,3796112
1046.22412109,3796212
1156.81091309,3796312
1098.57678223,3796412
952.279907227,3796512
896.665100098,3796612
956.375549316,3796712
978.204528809,3796812
1038.82409668,3796912
1086.61584473,3797012
1075.14526367,3797112
879.4375,3797212
1033.78564453,3797312
1021.64562988,3797412
1098.55041504,3797512
1144.02087402,3797612
1054.49157715,3797712
1031.83215332,3797812
1038.57531738,3797912
944.023986816,3798012
896.128479004,3798112
1056.33081055,3798212
951.552062988,3798312
960.313232422,3798412
1012.97668457,3798512
954.900939941,3798612
986.591552734,3798712
990.131958008,3798812
998.668579102,3798912
955.269104004,3799012
932.446655273,3799112
1061.55651855,3799212
1070.5168457,3799312
995.458374023,3799412
985.516601562,3799512
968.794555664,3799612
956.583740234,3799712
880.630981445,3799812
964.635986328,3799912
896.725646973,3800012
921.206665039,3800112
928.425537109,3800212
957.697875977,3800312
852.915344238,3800412
856.18951416,3800512
737.542358398,3800612
794.83001709,3800712
890.175476074,3800812
938.908752441,3800912
794.856872559,3801012
949.953674316,3801112
936.409912109,3801212
966.139831543,3801312
999.403015137,3801412
886.781860352,3801512
817.665100098,3801612
879.935974121,3801712
1089.6159668,3801812
1032.80957031,3801912
911.960449219,3802012
997.380737305,3802112
1063.13037109,3802212
1051.19067383,3802312
1050.59387207,3802412
1056.42614746,3802512
1123.60046387,3802612
965.625915527,3802712
995.581542969,3802812
1082.0423584,3802912
1018.12481689,3803012
1068.7298584,3803112
1155.52197266,3803212
1004.30224609,3803312
1013.63098145,3803412
1015.68835449,3803512
1048.79309082,3803612
1056.36157227,3803712
1036.57263184,3803812
1091.62255859,3803912
1075.64233398,3804012
1021.18908691,3804112
1035.35681152,3804212
1063.23291016,3804312
1060.2401123,3804412
927.987426758,3804512
891.940979004,3804612
1019.37646484,3804712
1044.83459473,3804812
955.587158203,3804912
964.338745117,3805012
1062.2409668,3805112
1049.87866211,3805212
1009.29766846,3805312
1036.8717041,3805412
945.817138672,3805512
925.725219727,3805612
953.119934082,3805712
953.088012695,3805812
1106.8581543,3805912
1171.54785156,3806012
1144.17590332,3806112
1128.87109375,3806212
1122.43566895,3806312
1157.28039551,3806412
1104.31091309,3806512
1115.81188965,3806612
1115.66711426,3806712
1048.30187988,3806812
963.551391602,3806912
980.873901367,3807012
1018.27893066,3807112
1008.79284668,3807212
1023.59521484,3807312
1043.34509277,3807412
1023.08215332,3807512
1055.04626465,3807612
1092.95373535,3807712
1135.91430664,3807812
1131.39538574,3807912
1180.04711914,3808012
1165.74377441,3808112
1204.77966309,3808212
1143.72839355,3808312
1138.25585938,3808412
1150.97717285,3808512
1140.20788574,3808612
1105.4732666,3808712
1229.71118164,3808812
1162.20300293,3808912
1122.34716797,3809012
1105.9296875,3809112
1195.33117676,3809212
1164.40930176,3809312
1092.45544434,3809412
1144.16833496,3809512
1175.50646973,3809612
1189.38513184,3809712
1223.07922363,3809812
1222.72644043,3809912
1227.63000488,3810012
1225.43603516,3810112
1239.06091309,3810212
1142.32775879,3810312
1250.16271973,3810412
1220.94152832,3810512
1172.5970459,3810612
1240.70715332,3810712
1167.59448242,3810812
1203.8223877,3810912
1218.69604492,3811012
1373.6126709,3811112
1254.2635498,3811212
1239.05310059,3811312
1242.4005127,3811412
1255.85754395,3811512
1263.20910645,3811612
1288.79003906,3811712
1231.2479248,3811812
1198.76489258,3811912
1218.21655273,3812012
1296.75500488,3812112
1250.2890625,3812212
1272.33239746,3812312
1297.8963623,3812412
1285.66796875,3812512
1366.85375977,3812612
1278.50268555,3812712
1286.85168457,3812812
1347.52185059,3812912
1387.82629395,3813012
1291.14855957,3813112
1359.64697266,3813212
1350.01672363,3813312
1358.25305176,3813412
1361.29833984,3813512
1364.65246582,3813612
1302.2154541,3813712
1377.9744873,3813812
1373.14916992,3813912
1375.81384277,3814012
1364.12988281,3814112
1336.2388916,3814212
1396.89746094,3814312
1388.38513184,3814412
1377.71228027,3814512
1355.16345215,3814612
1414.15478516,3814712
1350.27905273,3814812
1339.19274902,3814912
1349.88659668,3815012
1339.15100098,3815112
1324.84558105,3815212
1324.54455566,3815312
1405.55529785,3815412
1324.92565918,3815512
1349.00756836,3815612
1328.54663086,3815712
1324.83776855,3815812
1338.59448242,3815912
1364.52514648,3816012
1355.63269043,3816112
1387.92114258,3816212
1344.28979492,3816312
1365.07141113,3816412
1422.07971191,3816512
1362.2791748,3816612
1387.14074707,3816712
1407.37854004,3816812
1467.6184082,3816912
1530.07214355,3817012
1562.83447266,3817112
1477.39428711,3817212
1466.57702637,3817312
1460.17541504,3817412
1379.06750488,3817512
1412.85375977,3817612
1473.42053223,3817712
1488.46643066,3817812
1541.23901367,3817912
1526.50549316,3818012
1467.33337402,3818112
1529.05529785,3818212
1481.37011719,3818312
1492.0838623,3818412
1490.16430664,3818512
1697.47631836,3818612
1418.35314941,3818712
1454.98547363,3818812
1535.48742676,3818912
1543.06091309,3819012
1535.30078125,3819112
1526.3684082,3819212
1539.00134277,3819312
1485.6529541,3819412
1529.79431152,3819512
1555.38220215,3819612
1494.21838379,3819712
1561.90454102,3819812
1523.11572266,3819912
1577.44104004,3820012
1531.60119629,3820112
1529.53088379,3820212
1527.72998047,3820312
1600.34179688,3820412
1529.61120605,3820512
1542.82897949,3820612
1536.18151855,3820712
1526.70349121,3820812
1491.03869629,3820912
1532.94506836,3821012
1498.81677246,3821112
1481.29846191,3821212
1442.43054199,3821312
1477.99316406,3821412
1469.68981934,3821512
1454.78625488,3821612
1436.52404785,3821712
1454.31774902,3821812
1506.75158691,3821912
1474.44274902,3822012
1434.83203125,3822112
1454.28039551,3822212
1480.34851074,3822312
1485.7442627,3822412
1438.31945801,3822512
1519.34313965,3822612
1499.52478027,3822712
1458.7779541,3822812
1398.63806152,3822912
1384.24951172,3823012
1399.48095703,3823112
1435.91784668,3823212
1411.9119873,3823312
1416.20336914,3823412
1404.22180176,3823512
1363.11071777,3823612
1387.63928223,3823712
1376.21484375,3823812
1361.09606934,3823912
1370.76696777,3824012
1380.56506348,3824112
1396.2713623,3824212
1338.3425293,3824312
1340.12670898,3824412
1332.01379395,3824512
1360.07336426,3824612
1344.31091309,3824712
1331.02099609,3824812
1375.21838379,3824912
1401.53955078,3825012
1386.59106445,3825112
1387.11791992,3825212
1337.37219238,3825312
1354.77856445,3825412
1350.23400879,3825512
1290.61584473,3825612
1306.6973877,3825712
1354.9942627,3825812
1369.71203613,3825912
1338.6282959,3826012
1332.3729248,3826112
1348.51538086,3826212
1390.70544434,3826312
1309.09020996,3826412
1333.34094238,3826512
1336.57897949,3826612
1292.4967041,3826712
1340.15148926,3826812
1326.6237793,3826912
1291.85168457,3827012
1226.60986328,3827112
1283.85632324,3827212
1312.1229248,3827312
1179.64440918,3827412
1267.06018066,3827512
1281.25769043,3827612
1335.55419922,3827712
1330.03283691,3827812
1271.27050781,3827912
1279.72180176,3828012
1221.1940918,3828112
1313.90136719,3828212
1323.34313965,3828312
1224.50061035,3828412
1277.25622559,3828512
1302.4552002,3828612
1283.54211426,3828712
1199.07873535,3828812
1197.44665527,3828912
1242.8494873,3829012
1263.1138916,3829112
1275.09362793,3829212
1260.03845215,3829312
1100.30944824,3829412
1051.3927002,3829512
1054.65930176,3829612
1212.03405762,3829712
1199.2052002,3829812
1139.98913574,3829912
1119.18457031,3830012
1077.48034668,3830112
1098.01135254,3830212
1013.43908691,3830312
991.536499023,3830412
992.687011719,3830512
1013.02307129,3830612
1001.18914795,3830712
976.846313477,3830812
978.102905273,3830912
947.193481445,3831012
982.870239258,3831112
995.180419922,3831212
1075.26489258,3831312
1001.41381836,3831412
949.17578125,3831512
1001.70410156,3831612
979.99609375,3831712
993.960083008,3831812
952.137817383,3831912
919.812988281,3832012
951.47442627,3832112
983.107055664,3832212
945.917114258,3832312
976.026550293,3832412
1026.09667969,3832512
963.874267578,3832612
1126.43737793,3832712
1069.90197754,3832812
1043.97546387,3832912
1151.90637207,3833012
1163.02819824,3833112
1087.01477051,3833212
999.127075195,3833312
1077.96923828,3833412
1034.31262207,3833512
1000.9921875,3833612
1024.06738281,3833712
1118.1385498,3833812
1106.91589355,3833912
1093.80895996,3834012
1085.84985352,3834112
1158.84094238,3834212
1129.53234863,3834312
1045.72192383,3834412
928.091064453,3834512
876.709716797,3834612
886.150878906,3834712
738.463928223,3834812
905.706054688,3834912
967.60559082,3835012
1007.43591309,3835112
1054.12805176,3835212
1015.9354248,3835312
913.672851562,3835412
885.070800781,3835512
951.600769043,3835612
875.006896973,3835712
936.09161377,3835812
986.036621094,3835912
973.09362793,3836012
1048.87304688,3836112
1046.99414062,3836212
968.684082031,3836312
985.374511719,3836412
934.173950195,3836512
1047.54968262,3836612
934.006591797,3836712
893.688415527,3836812
925.923583984,3836912
789.245544434,3837012
847.696472168,3837112
749.319519043,3837212
736.66192627,3837312
856.914916992,3837412
891.719116211,3837512
936.392456055,3837612
941.400756836,3837712
910.996826172,3837812
991.941894531,3837912
881.222290039,3838012
799.621032715,3838112
794.536499023,3838212
807.409851074,3838312
852.119934082,3838412
778.045471191,3838512
785.776733398,3838612
845.244812012,3838712
815.088867188,3838812
926.629638672,3838912
926.262695312,3839012
1002.34051514,3839112
899.198303223,3839212
799.938659668,3839312
866.81817627,3839412
910.905029297,3839512
862.672607422,3839612
818.006225586,3839712
871.684082031,3839812
967.779602051,3839912
1004.4753418,3840012
1024.31481934,3840112
1037.96057129,3840212
906.427734375,3840312
1020.953125,3840412
1059.15002441,3840512
1078.39489746,3840612
997.185058594,3840712
1037.54418945,3840812
964.289306641,3840912
1080.15368652,3841012
1084.11413574,3841112
1190.16003418,3841212
1077.24694824,3841312
1089.31262207,3841412
1104.2052002,3841512
1104.01367188,3841612
1148.58728027,3841712
1084.02526855,3841812
1033.17541504,3841912
1021.61865234,3842012
955.975830078,3842112
983.231689453,3842212
951.095458984,3842312
946.407470703,3842412
950.743041992,3842512
927.951904297,3842612
962.383483887,3842712
1076.9317627,3842812
959.702819824,3842912
1049.05090332,3843012
964.627563477,3843112
975.344604492,3843212
1120.78930664,3843312
1098.18859863,3843412
1036.12597656,3843512
1105.33972168,3843612
1109.18823242,3843712
1154.37927246,3843812
1224.19177246,3843912
1161.92614746,3844012
1245.68395996,3844112
1207.07824707,3844212
1049.08679199,3844312
1154.01184082,3844412
1074.09997559,3844512
1075.03771973,3844612
1143.13391113,3844712
1181.13256836,3844812
1194.2869873,3844912
1162.2286377,3845012
1198.61938477,3845112
1191.03112793,3845212
1218.48669434,3845312
1173.1907959,3845412
1223.23352051,3845512
1183.68041992,3845612
1147.58459473,3845712
1153.72692871,3845812
1136.75598145,3845912
1141.36401367,3846012
1159.09362793,3846112
1150.72583008,3846212
1157.29431152,3846312
1206.19995117,3846412
1249.60949707,3846512
1222.73791504,3846612
1225.07189941,3846712
1139.63439941,3846812
1239.51501465,3846912
1272.82446289,3847012
1232.68811035,3847112
1141.38806152,3847212
1280.57067871,3847312
1317.85839844,3847412
1203.41430664,3847512
1247.0526123,3847612
1261.51806641,3847712
1219.43530273,3847812
1244.01599121,3847912
1284.21887207,3848012
1283.13378906,3848112
1313.94030762,3848212
1291.03796387,3848312
1218.13781738,3848412
1228.07141113,3848512
1189.43005371,3848612
1279.23913574,3848712
1254.85693359,3848812
1284.00244141,3848912
1246.09680176,3849012
1234.48620605,3849112
1269.90344238,3849212
1352.71081543,3849312
1332.08251953,3849412
1348.56750488,3849512
1236.16662598,3849612
1264.70739746,3849712
1329.05810547,3849812
1310.35461426,3849912
1319.43493652,3850012
1318.25744629,3850112
1374.25012207,3850212
1385.46435547,3850312
1379.06237793,3850412
1311.12658691,3850512
1388.95141602,3850612
1438.1328125,3850712
1353.81433105,3850812
1321.38305664,3850912
1326.15026855,3851012
1334.1809082,3851112
1350.0435791,3851212
1351.03173828,3851312
1462.45349121,3851412
1406.94616699,3851512
1395.10803223,3851612
1414.12268066,3851712
1323.48449707,3851812
1408.22802734,3851912
1359.35900879,3852012
1323.86486816,3852112
1355.78527832,3852212
1414.6204834,3852312
1372.51367188,3852412
1352.64880371,3852512
1428.99133301,3852612
1405.80725098,3852712
1483.54187012,3852812
1400.33996582,3852912
1494.44616699,3853012
1382.62402344,3853112
1511.44128418,3853212
1614.60681152,3853312
1519.125,3853412
1462.45581055,3853512
1507.49645996,3853612
1462.296875,3853712
1453.33605957,3853812
1469.19506836,3853912
1459.72009277,3854012
1433.9029541,3854112
1510.18737793,3854212
1565.37902832,3854312
1522.24890137,3854412
1508.91491699,3854512
1428.0369873,3854612
1515.36218262,3854712
1498.43237305,3854812
1521.5423584,3854912
1482.65588379,3855012
1517.09472656,3855112
1533.0612793,3855212
1474.98376465,3855312
